VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
72, 15916,  0.00, -71.62594, -4.38582E-15,  0.00, -1.00,  0.00,  1.00,  0.00, -1.00,  0.00,  1.00,  0.19035,  0.13868,  0.92948,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
73, 15917, -0.62944, -71.62594, -4.38582E-15, -0.31496, -0.94488,  0.00,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.13868,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
74, 15915, -0.44087, -71.62594,  0.45422, -0.1811, -0.96063,  0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.15265,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
75, 15918, -0.57871, -71.62594,  0.24464, -0.4252, -0.88189,  0.2126,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.14732,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
76, 15915, -0.44087, -71.62594,  0.45422, -0.1811, -0.96063,  0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.15265,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
77, 15917, -0.62944, -71.62594, -4.38582E-15, -0.31496, -0.94488,  0.00,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.13868,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
78, 15919,  0.57871, -71.62594, -0.24464,  0.4252, -0.88189, -0.2126,  1.00,  0.00, -1.00,  0.00,  1.00,  0.20801,  0.1257,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
79, 15920,  0.44087, -71.62594, -0.45422,  0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00,  1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
80, 15921,  0.62944, -71.62594, -4.38582E-15,  0.31496, -0.94488,  0.00,  1.00,  0.00, -1.00,  0.00,  1.00,  0.20801,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
81, 15922,  0.23129, -71.62594, -0.59206,  0.15748, -0.87402, -0.45669,  1.00,  0.00, -1.00,  0.00,  1.00,  0.20801,  0.11508,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
82, 15923,  0.00, -71.62594, -0.64279,  0.00, -0.97638, -0.2126,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.11011,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
83, 15920,  0.44087, -71.62594, -0.45422,  0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00,  1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
84, 15924, -0.23129, -71.62594, -0.59206, -0.15748, -0.87402, -0.45669,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.11508,  0.9294,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
85, 15925, -0.44087, -71.62594, -0.45422, -0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
86, 15923,  0.00, -71.62594, -0.64279,  0.00, -0.97638, -0.2126,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.11011,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
87, 15923,  0.00, -71.62594, -0.64279,  0.00, -0.97638, -0.2126,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.11011,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
88, 15925, -0.44087, -71.62594, -0.45422, -0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
89, 15926,  0.00, -71.62594, -4.38582E-15,  0.00, -1.00,  0.00,  1.00,  0.00, -1.00,  0.00,  1.00,  0.19035,  0.13718,  0.92948,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
90, 15925, -0.44087, -71.62594, -0.45422, -0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
91, 15927, -0.62944, -71.62594, -4.38582E-15, -0.31496, -0.94488,  0.00,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
92, 15926,  0.00, -71.62594, -4.38582E-15,  0.00, -1.00,  0.00,  1.00,  0.00, -1.00,  0.00,  1.00,  0.19035,  0.13718,  0.92948,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
93, 15928, -0.57871, -71.62594, -0.24464, -0.4252, -0.88189, -0.2126,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.1257,  0.92859,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
94, 15927, -0.62944, -71.62594, -4.38582E-15, -0.31496, -0.94488,  0.00,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.13718,  0.92836,  0.91189,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
95, 15925, -0.44087, -71.62594, -0.45422, -0.1811, -0.96063, -0.20472,  1.00,  0.00, -1.00,  0.00, -1.00,  0.20801,  0.12038,  0.92883,  0.91188,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
96, 15929,  2.41086, -32.47646,  0.80235,  0.30709,  0.16535,  0.93701,  1.00,  0.51181,  0.3937,  0.76378,  1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
97, 15930,  4.75678, -35.53994,  0.80235,  0.19685,  0.05512,  0.97638,  1.00,  0.51181,  0.3937,  0.76378,  1.00,  0.29506,  0.04848,  0.92787,  0.91189,  1.00,  1.00,  1.00,  0.49804, 5, 4, 3, 6, 0, 0, 0, 0,  0.37255,  0.35294,  0.26275,  0.01176,  0.00,  0.00,  0.00,  0.00
98, 15931,  0.00, -33.41204,  2.90111,  0.00,  0.05512,  1.00,  1.00,  0.51181,  0.3937,  0.76378, -1.00,  0.29391,  0.0227,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
99, 15932,  0.00, -33.41204,  2.90111,  0.00,  0.05512,  1.00,  1.00,  0.51181,  0.3937,  0.76378, -1.00,  0.25178,  0.02222,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
100, 15933,  0.00, -29.58447,  1.30222,  0.00,  0.07087,  1.00,  1.00,  0.51181,  0.3937,  0.76378, -1.00,  0.25095,  0.04921,  0.93001,  0.91187,  1.00,  1.00,  1.00,  0.49804, 4, 5, 6, 3, 0, 0, 0, 0,  0.55294,  0.27451,  0.08627,  0.08627,  0.00,  0.00,  0.00,  0.00
101, 15929,  2.41086, -32.47646,  0.80235,  0.30709,  0.16535,  0.93701,  1.00,  0.51181,  0.3937,  0.76378,  1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
102, 15934, -2.41086, -32.47646,  0.80235, -0.30709,  0.16535,  0.93701,  1.00, -0.51181,  0.3937,  0.76378, -1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
103, 15935,  0.00, -29.58447,  1.30222,  0.00,  0.07087,  1.00,  1.00, -0.51181,  0.3937,  0.76378,  1.00,  0.25095,  0.04921,  0.93001,  0.91187,  1.00,  1.00,  1.00,  0.49804, 4, 5, 6, 3, 0, 0, 0, 0,  0.55294,  0.27451,  0.08627,  0.08627,  0.00,  0.00,  0.00,  0.00
104, 15936,  0.00, -33.41204,  2.90111,  0.00,  0.05512,  1.00,  1.00, -0.51181,  0.3937,  0.76378,  1.00,  0.25178,  0.02222,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
105, 15937,  0.00, -33.41204,  2.90111,  0.00,  0.05512,  1.00,  1.00, -0.51181,  0.3937,  0.76378,  1.00,  0.29391,  0.0227,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
106, 15938, -4.75678, -35.53994,  0.80235, -0.19685,  0.05512,  0.97638,  1.00, -0.51181,  0.3937,  0.76378, -1.00,  0.29506,  0.04848,  0.92787,  0.91189,  1.00,  1.00,  1.00,  0.49804, 5, 4, 3, 6, 0, 0, 0, 0,  0.37255,  0.35294,  0.26275,  0.01176,  0.00,  0.00,  0.00,  0.00
107, 15934, -2.41086, -32.47646,  0.80235, -0.30709,  0.16535,  0.93701,  1.00, -0.51181,  0.3937,  0.76378, -1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
108, 15939,  0.00, -33.41204, -2.90111,  0.00,  0.05512, -1.00,  1.00,  0.51181,  0.3937, -0.76378,  1.00,  0.29391,  0.0227,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
109, 15940,  4.75678, -35.53994, -0.80235,  0.19685,  0.05512, -0.97638,  1.00,  0.51181,  0.3937, -0.76378, -1.00,  0.29506,  0.04848,  0.92787,  0.91189,  1.00,  1.00,  1.00,  0.49804, 5, 4, 3, 6, 0, 0, 0, 0,  0.37255,  0.35294,  0.26275,  0.01176,  0.00,  0.00,  0.00,  0.00
110, 15941,  2.41086, -32.47646, -0.80235,  0.30709,  0.16535, -0.93701,  1.00,  0.51181,  0.3937, -0.76378, -1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
111, 15941,  2.41086, -32.47646, -0.80235,  0.30709,  0.16535, -0.93701,  1.00,  0.51181,  0.3937, -0.76378, -1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
112, 15942,  0.00, -29.58447, -1.30222,  0.00,  0.07087, -1.00,  1.00,  0.51181,  0.3937, -0.76378,  1.00,  0.25095,  0.04921,  0.93001,  0.91187,  1.00,  1.00,  1.00,  0.49804, 4, 5, 6, 3, 0, 0, 0, 0,  0.55294,  0.27451,  0.08627,  0.08627,  0.00,  0.00,  0.00,  0.00
113, 15943,  0.00, -33.41204, -2.90111,  0.00,  0.05512, -1.00,  1.00,  0.51181,  0.3937, -0.76378,  1.00,  0.25178,  0.02222,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
114, 15944,  0.00, -33.41204, -2.90111,  0.00,  0.05512, -1.00,  1.00, -0.51181,  0.3937, -0.76378, -1.00,  0.25178,  0.02222,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
115, 15945,  0.00, -29.58447, -1.30222,  0.00,  0.07087, -1.00,  1.00, -0.51181,  0.3937, -0.76378, -1.00,  0.25095,  0.04921,  0.93001,  0.91187,  1.00,  1.00,  1.00,  0.49804, 4, 5, 6, 3, 0, 0, 0, 0,  0.55294,  0.27451,  0.08627,  0.08627,  0.00,  0.00,  0.00,  0.00
116, 15946, -2.41086, -32.47646, -0.80235, -0.30709,  0.16535, -0.93701,  1.00, -0.51181,  0.3937, -0.76378,  1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
117, 15946, -2.41086, -32.47646, -0.80235, -0.30709,  0.16535, -0.93701,  1.00, -0.51181,  0.3937, -0.76378,  1.00,  0.27711,  0.04848,  0.92834,  0.91189,  1.00,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.48235,  0.34118,  0.13725,  0.03922,  0.00,  0.00,  0.00,  0.00
118, 15947, -4.75678, -35.53994, -0.80235, -0.19685,  0.05512, -0.97638,  1.00, -0.51181,  0.3937, -0.76378,  1.00,  0.29506,  0.04848,  0.92787,  0.91189,  1.00,  1.00,  1.00,  0.49804, 5, 4, 3, 6, 0, 0, 0, 0,  0.37255,  0.35294,  0.26275,  0.01176,  0.00,  0.00,  0.00,  0.00
119, 15948,  0.00, -33.41204, -2.90111,  0.00,  0.05512, -1.00,  1.00, -0.51181,  0.3937, -0.76378, -1.00,  0.29391,  0.0227,  0.92997,  0.91188,  0.99608,  1.00,  1.00,  0.49804, 4, 5, 3, 6, 0, 0, 0, 0,  0.43922,  0.35294,  0.17647,  0.03137,  0.00,  0.00,  0.00,  0.00
120, 15949,  3.68003, -44.60515,  1.33931,  0.16535,  0.11024,  0.98425,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96282,  0.1206,  0.92752,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
121, 15950,  1.58798, -42.21622,  1.55351,  0.64567,  0.31496,  0.70079,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.98703,  0.12132,  0.92892,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 3, 5, 4, 0, 0, 0, 0,  0.67843,  0.12941,  0.11765,  0.07451,  0.00,  0.00,  0.00,  0.00
122, 15951,  3.55588, -44.34351,  1.12761,  0.58268,  0.66929,  0.47244,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
123, 15952,  3.46218, -44.14606,  0.96784,  0.58268,  0.7874,  0.19685,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96475,  0.10575,  0.92743,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
124, 15951,  3.55588, -44.34351,  1.12761,  0.58268,  0.66929,  0.47244,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
125, 15953,  1.58798, -42.21622,  1.55351,  0.64567,  0.31496,  0.70079,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.98703,  0.10438,  0.92892,  0.91188,  1.00,  1.00,  1.00,  0.49804, 0, 3, 5, 4, 0, 0, 0, 0,  0.67843,  0.12941,  0.11765,  0.07451,  0.00,  0.00,  0.00,  0.00
126, 15952,  3.46218, -44.14606,  0.96784,  0.58268,  0.7874,  0.19685,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96475,  0.10575,  0.92743,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
127, 15954,  4.05845, -44.43948,  0.80708,  0.40945,  0.80315,  0.4252,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
128, 15951,  3.55588, -44.34351,  1.12761,  0.58268,  0.66929,  0.47244,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
129, 15955,  3.68003, -44.60515,  1.33931,  0.16535,  0.11024,  0.98425,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96282,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
130, 15951,  3.55588, -44.34351,  1.12761,  0.58268,  0.66929,  0.47244,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
131, 15956,  4.17472, -44.81747,  1.2074,  0.26772,  0.22047,  0.93701,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
132, 15956,  4.17472, -44.81747,  1.2074,  0.26772,  0.22047,  0.93701,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
133, 15951,  3.55588, -44.34351,  1.12761,  0.58268,  0.66929,  0.47244,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.96392,  0.11178,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
134, 15954,  4.05845, -44.43948,  0.80708,  0.40945,  0.80315,  0.4252,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
135, 15956,  4.17472, -44.81747,  1.2074,  0.26772,  0.22047,  0.93701,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95785,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
136, 15954,  4.05845, -44.43948,  0.80708,  0.40945,  0.80315,  0.4252,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
137, 15957,  4.69006, -44.98859,  1.10613,  0.22047,  0.44094,  0.87402,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
138, 15957,  4.69006, -44.98859,  1.10613,  0.22047,  0.44094,  0.87402,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
139, 15954,  4.05845, -44.43948,  0.80708,  0.40945,  0.80315,  0.4252,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95879,  0.10634,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
140, 15958,  4.68026, -44.60353,  0.6639,  0.1811,  0.92126,  0.35433,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
141, 15958,  4.68026, -44.60353,  0.6639,  0.1811,  0.92126,  0.35433,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
142, 15959,  5.36475, -45.07145,  1.08109,  0.00787,  0.35433,  0.93701,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
143, 15957,  4.69006, -44.98859,  1.10613,  0.22047,  0.44094,  0.87402,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95062,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
144, 15960,  5.27775, -44.61657,  0.5877, -0.05512,  0.93701,  0.33858,  1.00,  0.00787,  0.81102,  0.58268,  1.00,  0.94563,  0.1049,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
145, 15959,  5.36475, -45.07145,  1.08109,  0.00787,  0.35433,  0.93701,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.94517,  0.1206,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
146, 15958,  4.68026, -44.60353,  0.6639,  0.1811,  0.92126,  0.35433,  1.00,  0.00787,  0.81102,  0.58268, -1.00,  0.95049,  0.10552,  0.92699,  0.91189,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
